review_text,rating,verified_purchase,helpful_votes,sentiment,review_text_normalized,review_text_normalized_tokens,review_text_normalized_tokens_no_stopwords,review_text_normalized_tokens_no_stopwords_lemmatized
"<p>My experience: Standard quality, nothing remarkable.</p>",3,True,8,neutral,"my experience: standard quality, nothing remarkable.","['my', 'experience', 'standard', 'quality', 'nothing', 'remarkable']","['experience', 'standard', 'quality', 'nothing', 'remarkable']","['experience', 'standard', 'quality', 'nothing', 'remarkable']"
"UPDATE: Flimsy construction, feels like it will break. Difficult to clean, parts don't come apart easily. Five stars from me!",1,False,27,negative,"update: flimsy construction, feels like it will break. difficult to clean, parts don't come apart easily. five stars from me!","['update', 'flimsy', 'construction', 'feels', 'like', 'it', 'will', 'break', 'difficult', 'to', 'clean', 'parts', 'do', ""n't"", 'come', 'apart', 'easily', 'five', 'stars', 'from', 'me']","['update', 'flimsy', 'construction', 'feels', 'like', 'break', 'difficult', 'clean', 'parts', ""n't"", 'come', 'apart', 'easily', 'five', 'stars']","['update', 'flimsy', 'construction', 'feel', 'like', 'break', 'difficult', 'clean', 'part', ""n't"", 'come', 'apart', 'easily', 'five', 'star']"
"Just received it and Terrible fit, way too small even though I ordered my size. Faded badly after first wash. Perfect for my needs.",1,False,10,negative,"just received it and terrible fit, way too small even though i ordered my size. faded badly after first wash. perfect for my needs.","['just', 'received', 'it', 'and', 'terrible', 'fit', 'way', 'too', 'small', 'even', 'though', 'ordered', 'my', 'size', 'faded', 'badly', 'after', 'first', 'wash.', 'perfect', 'for', 'my', 'needs']","['received', 'terrible', 'fit', 'way', 'small', 'even', 'though', 'ordered', 'size', 'faded', 'badly', 'first', 'wash.', 'perfect', 'needs']","['received', 'terrible', 'fit', 'way', 'small', 'even', 'though', 'ordered', 'size', 'faded', 'badly', 'first', 'wash.', 'perfect', 'need']"
My experience: Easy to clean and maintain. Not recommended.,5,True,19,positive,my experience: easy to clean and maintain. not recommended.,"['my', 'experience', 'easy', 'to', 'clean', 'and', 'maintain', 'not', 'recommended']","['experience', 'easy', 'clean', 'maintain', 'recommended']","['experience', 'easy', 'clean', 'maintain', 'recommended']"
"To be honest, Okay for occasional use. Five stars from me!",3,True,0,neutral,"to be honest, okay for occasional use. five stars from me!","['to', 'be', 'honest', 'okay', 'for', 'occasional', 'use', 'five', 'stars', 'from', 'me']","['honest', 'okay', 'occasional', 'use', 'five', 'stars']","['honest', 'okay', 'occasional', 'use', 'five', 'star']"
"<p>Decent performance, not amazing but okay. Not recommended.</p>",3,True,6,neutral,"decent performance, not amazing but okay. not recommended.","['decent', 'performance', 'not', 'amazing', 'but', 'okay', 'not', 'recommended']","['decent', 'performance', 'amazing', 'okay', 'recommended']","['decent', 'performance', 'amazing', 'okay', 'recommended']"
"I must say, Way too loud, sounds like a jet engine. Total waste of money.",2,True,21,negative,"i must say, way too loud, sounds like a jet engine. total waste of money.","['must', 'say', 'way', 'too', 'loud', 'sounds', 'like', 'jet', 'engine', 'total', 'waste', 'of', 'money']","['must', 'say', 'way', 'loud', 'sounds', 'like', 'jet', 'engine', 'total', 'waste', 'money']","['must', 'say', 'way', 'loud', 'sound', 'like', 'jet', 'engine', 'total', 'waste', 'money']"
UPDATE: Looks cheap and poorly made. One star is too generous. Check my blog: www.reviews.com/mypost,1,True,13,negative,update: looks cheap and poorly made. one star is too generous. check my blog:,"['update', 'looks', 'cheap', 'and', 'poorly', 'made', 'one', 'star', 'is', 'too', 'generous', 'check', 'my', 'blog']","['update', 'looks', 'cheap', 'poorly', 'made', 'one', 'star', 'generous', 'check', 'blog']","['update', 'look', 'cheap', 'poorly', 'made', 'one', 'star', 'generous', 'check', 'blog']"
"After using it for a month, Standard quality, nothing remarkable.",3,True,10,neutral,"after using it for a month, standard quality, nothing remarkable.","['after', 'using', 'it', 'for', 'month', 'standard', 'quality', 'nothing', 'remarkable']","['using', 'month', 'standard', 'quality', 'nothing', 'remarkable']","['using', 'month', 'standard', 'quality', 'nothing', 'remarkable']"
"<p>UPDATE: Flimsy construction, feels like it will break. Missing basic features, very disappointed. Total waste of money.</p>",1,False,15,negative,"update: flimsy construction, feels like it will break. missing basic features, very disappointed. total waste of money.","['update', 'flimsy', 'construction', 'feels', 'like', 'it', 'will', 'break', 'missing', 'basic', 'features', 'very', 'disappointed', 'total', 'waste', 'of', 'money']","['update', 'flimsy', 'construction', 'feels', 'like', 'break', 'missing', 'basic', 'features', 'disappointed', 'total', 'waste', 'money']","['update', 'flimsy', 'construction', 'feel', 'like', 'break', 'missing', 'basic', 'feature', 'disappointed', 'total', 'waste', 'money']"
"In my opinion, Overpriced for such low quality. Overpriced for such low quality. Not recommended.",2,True,30,negative,"in my opinion, overpriced for such low quality. overpriced for such low quality. not recommended.","['in', 'my', 'opinion', 'overpriced', 'for', 'such', 'low', 'quality', 'overpriced', 'for', 'such', 'low', 'quality', 'not', 'recommended']","['opinion', 'overpriced', 'low', 'quality', 'overpriced', 'low', 'quality', 'recommended']","['opinion', 'overpriced', 'low', 'quality', 'overpriced', 'low', 'quality', 'recommended']"
"In my opinion, Difficult to clean, parts don't come apart easily. Takes up too much space, too bulky. Save your money.",2,True,27,negative,"in my opinion, difficult to clean, parts don't come apart easily. takes up too much space, too bulky. save your money.","['in', 'my', 'opinion', 'difficult', 'to', 'clean', 'parts', 'do', ""n't"", 'come', 'apart', 'easily', 'takes', 'up', 'too', 'much', 'space', 'too', 'bulky', 'save', 'your', 'money']","['opinion', 'difficult', 'clean', 'parts', ""n't"", 'come', 'apart', 'easily', 'takes', 'much', 'space', 'bulky', 'save', 'money']","['opinion', 'difficult', 'clean', 'part', ""n't"", 'come', 'apart', 'easily', 'take', 'much', 'space', 'bulky', 'save', 'money']"
UPDATE: The display is absolutely stunning. Colors are vibrant and sharp. Not recommended.,5,True,50,positive,update: the display is absolutely stunning. colors are vibrant and sharp. not recommended.,"['update', 'the', 'display', 'is', 'absolutely', 'stunning', 'colors', 'are', 'vibrant', 'and', 'sharp', 'not', 'recommended']","['update', 'display', 'absolutely', 'stunning', 'colors', 'vibrant', 'sharp', 'recommended']","['update', 'display', 'absolutely', 'stunning', 'color', 'vibrant', 'sharp', 'recommended']"
"<p>In my opinion, Compact size, fits perfectly in my space. Great features for the price. Save your money.</p> Contact me: reviewer@email.com",4,True,20,positive,"in my opinion, compact size, fits perfectly in my space. great features for the price. save your money. contact me: reviewer@email.com","['in', 'my', 'opinion', 'compact', 'size', 'fits', 'perfectly', 'in', 'my', 'space', 'great', 'features', 'for', 'the', 'price', 'save', 'your', 'money', 'contact', 'me', 'reviewer', 'email.com']","['opinion', 'compact', 'size', 'fits', 'perfectly', 'space', 'great', 'features', 'price', 'save', 'money', 'contact', 'reviewer', 'email.com']","['opinion', 'compact', 'size', 'fit', 'perfectly', 'space', 'great', 'feature', 'price', 'save', 'money', 'contact', 'reviewer', 'email.com']"
"In my opinion, As expected from this brand. You get what you pay for.",3,True,10,neutral,"in my opinion, as expected from this brand. you get what you pay for.","['in', 'my', 'opinion', 'as', 'expected', 'from', 'this', 'brand', 'you', 'get', 'what', 'you', 'pay', 'for']","['opinion', 'expected', 'brand', 'get', 'pay']","['opinion', 'expected', 'brand', 'get', 'pay']"
"EDIT: After more use, Decent performance, not amazing but okay. You get what you pay for.",3,True,1,neutral,"edit: after more use, decent performance, not amazing but okay. you get what you pay for.","['edit', 'after', 'more', 'use', 'decent', 'performance', 'not', 'amazing', 'but', 'okay', 'you', 'get', 'what', 'you', 'pay', 'for']","['edit', 'use', 'decent', 'performance', 'amazing', 'okay', 'get', 'pay']","['edit', 'use', 'decent', 'performance', 'amazing', 'okay', 'get', 'pay']"
"To be honest, Powerful and efficient, cleans thoroughly. Compact size, fits perfectly in my space. Total waste of money. Check my blog: www.reviews.com/mypost",5,True,24,positive,"to be honest, powerful and efficient, cleans thoroughly. compact size, fits perfectly in my space. total waste of money. check my blog:","['to', 'be', 'honest', 'powerful', 'and', 'efficient', 'cleans', 'thoroughly', 'compact', 'size', 'fits', 'perfectly', 'in', 'my', 'space', 'total', 'waste', 'of', 'money', 'check', 'my', 'blog']","['honest', 'powerful', 'efficient', 'cleans', 'thoroughly', 'compact', 'size', 'fits', 'perfectly', 'space', 'total', 'waste', 'money', 'check', 'blog']","['honest', 'powerful', 'efficient', 'clean', 'thoroughly', 'compact', 'size', 'fit', 'perfectly', 'space', 'total', 'waste', 'money', 'check', 'blog']"
"<p>To be honest, Overheats after just 10 minutes of use. Battery drains too quickly, barely lasts 3 hours. You get what you pay for.</p>",1,True,7,negative,"to be honest, overheats after just 10 minutes of use. battery drains too quickly, barely lasts 3 hours. you get what you pay for.","['to', 'be', 'honest', 'overheats', 'after', 'just', '10', 'minutes', 'of', 'use', 'battery', 'drains', 'too', 'quickly', 'barely', 'lasts', 'hours', 'you', 'get', 'what', 'you', 'pay', 'for']","['honest', 'overheats', '10', 'minutes', 'use', 'battery', 'drains', 'quickly', 'barely', 'lasts', 'hours', 'get', 'pay']","['honest', 'overheats', '10', 'minute', 'use', 'battery', 'drain', 'quickly', 'barely', 'last', 'hour', 'get', 'pay']"
"<p>In my opinion, Works like a charm! Makes perfect coffee every morning. Powerful and efficient, cleans thoroughly. You get what you pay for.</p> Contact me: reviewer@email.com",5,True,15,positive,"in my opinion, works like a charm! makes perfect coffee every morning. powerful and efficient, cleans thoroughly. you get what you pay for. contact me: reviewer@email.com","['in', 'my', 'opinion', 'works', 'like', 'charm', 'makes', 'perfect', 'coffee', 'every', 'morning', 'powerful', 'and', 'efficient', 'cleans', 'thoroughly', 'you', 'get', 'what', 'you', 'pay', 'for', 'contact', 'me', 'reviewer', 'email.com']","['opinion', 'works', 'like', 'charm', 'makes', 'perfect', 'coffee', 'every', 'morning', 'powerful', 'efficient', 'cleans', 'thoroughly', 'get', 'pay', 'contact', 'reviewer', 'email.com']","['opinion', 'work', 'like', 'charm', 'make', 'perfect', 'coffee', 'every', 'morning', 'powerful', 'efficient', 'clean', 'thoroughly', 'get', 'pay', 'contact', 'reviewer', 'email.com']"
"Overall, Standard quality, nothing remarkable. Disappointed overall.",3,False,0,neutral,"overall, standard quality, nothing remarkable. disappointed overall.","['overall', 'standard', 'quality', 'nothing', 'remarkable', 'disappointed', 'overall']","['overall', 'standard', 'quality', 'nothing', 'remarkable', 'disappointed', 'overall']","['overall', 'standard', 'quality', 'nothing', 'remarkable', 'disappointed', 'overall']"
"<p>After using it for a month, Powerful and efficient, cleans thoroughly. Compact size, fits perfectly in my space. Disappointed overall.</p>",5,True,42,positive,"after using it for a month, powerful and efficient, cleans thoroughly. compact size, fits perfectly in my space. disappointed overall.","['after', 'using', 'it', 'for', 'month', 'powerful', 'and', 'efficient', 'cleans', 'thoroughly', 'compact', 'size', 'fits', 'perfectly', 'in', 'my', 'space', 'disappointed', 'overall']","['using', 'month', 'powerful', 'efficient', 'cleans', 'thoroughly', 'compact', 'size', 'fits', 'perfectly', 'space', 'disappointed', 'overall']","['using', 'month', 'powerful', 'efficient', 'clean', 'thoroughly', 'compact', 'size', 'fit', 'perfectly', 'space', 'disappointed', 'overall']"
"<p>Takes up too much space, too bulky. Five stars from me!</p> Check my blog: www.reviews.com/mypost",1,True,27,negative,"takes up too much space, too bulky. five stars from me! check my blog:","['takes', 'up', 'too', 'much', 'space', 'too', 'bulky', 'five', 'stars', 'from', 'me', 'check', 'my', 'blog']","['takes', 'much', 'space', 'bulky', 'five', 'stars', 'check', 'blog']","['take', 'much', 'space', 'bulky', 'five', 'star', 'check', 'blog']"
"To be honest, Great build quality, feels premium and solid. The screen resolution is perfect for watching movies. Not recommended.",4,True,11,positive,"to be honest, great build quality, feels premium and solid. the screen resolution is perfect for watching movies. not recommended.","['to', 'be', 'honest', 'great', 'build', 'quality', 'feels', 'premium', 'and', 'solid', 'the', 'screen', 'resolution', 'is', 'perfect', 'for', 'watching', 'movies', 'not', 'recommended']","['honest', 'great', 'build', 'quality', 'feels', 'premium', 'solid', 'screen', 'resolution', 'perfect', 'watching', 'movies', 'recommended']","['honest', 'great', 'build', 'quality', 'feel', 'premium', 'solid', 'screen', 'resolution', 'perfect', 'watching', 'movie', 'recommended']"
"<p>Just received it and Consumes too much power. Way too loud, sounds like a jet engine. Worth every penny!</p>",2,True,10,negative,"just received it and consumes too much power. way too loud, sounds like a jet engine. worth every penny!","['just', 'received', 'it', 'and', 'consumes', 'too', 'much', 'power', 'way', 'too', 'loud', 'sounds', 'like', 'jet', 'engine', 'worth', 'every', 'penny']","['received', 'consumes', 'much', 'power', 'way', 'loud', 'sounds', 'like', 'jet', 'engine', 'worth', 'every', 'penny']","['received', 'consumes', 'much', 'power', 'way', 'loud', 'sound', 'like', 'jet', 'engine', 'worth', 'every', 'penny']"
